year,month,day,conferences
2025,01,01,"['International Conference on Accounting and Finance (ICAF)', 'International Conference on Recent Innovations in Engineering and Technology (ICRIET)', 'International Conference on Environment and Natural Science (ICENS)', 'International Conference on Education and E-Learning (ICEEL)', 'International Conference on Vehicular, Mobile and Wearable Technology (ICVMWT)', 'International Conference on Economics, Management and Social Study (ICEMSS)', 'International Conference on Science and Innovative Engineering (ICSIE)', 'International Conference on Chemical and Biochemical Engineering (ICCBE)', 'International Conference on Medical and Health Sciences (ICMHS)']"
2025,01,02,"['International Conference on Recent Advances in Science, Engineering and Technology (ICRASET)', 'International Conference on Medical Ethics and Professionalism (ICMEP)', 'International Conference on Wireless Sensor Networks, Ubiquitous Computing and Applications (ICWUA)', 'International Conference on Nursing Ethics and Medical Ethics (ICNEME)', 'International Conference on English Learning and Teaching (ICELT)', 'International Conference on Mathematics, Statistics and Applied Science (ICMSA)', 'International Conference on Geological and Environmental Sustainability (ICGES)', 'International Conference on Healthcare and Clinical Gerontology (ICHCG)', 'International Conference on Social Science, Arts, Business and Education (ICSABE)', 'International Conference on Global Business, Economics, Finance & Social Sciences (ICGEFS)', 'International Conference on Environment and Life Science (ICELS)', 'International Conference on Polymer Chemistry (ICPC)', 'International Conference on Finance, Bank & Economics (ICFBE)']"
2025,01,03,"['International Conference on Economics, Finance and Business Management (ICEFBM)', 'International Conference On Electrical and Electronics Engineering (ICEEE)', 'International Conference on Aerospace and Aerodynamics (ICAA)', 'World Conference on Science Engineering and Technology (WCSET)', 'World Conference on Pharma Industry and Medical Devices (WCPIMD)', 'International Conference on Research in Science, Engineering and Technology (ICRSET)', 'International Conference on Solar Power Technology (ICSPT)', 'International Conference on Sport Science and Physical Education (ICSSPE)', 'International Conference on Recent Advances in Computer Science and Information Technology (ICRACSIT)', 'International Conference on Virology (ICV)', 'International Conference on Business Management and Social Innovation (ICBMSI)', 'National Conference on Recent Advances in Science, Engineering, Technology and Management (NCRASETM)', 'International Conference on Environment and Life Science (ICELS)', 'International Conference on Recent Advances in Medical, Medicine and Health Sciences (ICRAMMHS)', 'International Conference on English Literature and Linguistics (ICELL)', 'International Conference on Forestry Food and Sustainable Agriculture (ICFFSA)', 'International Conference on Climate Change (ICCC)', 'International Conference on Mechanical & Production Engineering (ICMPE)', 'International Conference on Aquaculture and Fisheries Technology (ICAFT)', 'International Conference on Social Science, Arts and Humanities (ICSAH)']"
2025,01,04,"['International Conference on Recent Advances in Science, Engineering and Technology (ICRASET)', 'International Conference on Tourism Research and Hospitality (ICTRH)', 'International Conference on Networking, Communication and Computing Technology (ICNCCT)', 'International Conference on Educational Leadership (ICEL)', 'International Conference on Multidisciplinary Research (ICMR)', 'International Conference on Mechanical, Industrial and Production Engineering (ICMIPE)', 'International Conference on Electrochemistry, Material Science and Engineering (ICEMSE)', 'International Conference on Petroleum Engineering and Refinery (ICPER)', 'Global Business Summit (GBS)', 'International Conference on Nutrition and Food Science (ICNFS)', 'International Conference on Electrical, Electronics & Computer Science (ICEECS)', 'International Conference on Sport Economics & Sport Management (ICSESM)', 'International Conference on Advances in Business Management and Information Science (ICABMIS)', 'Global Conference on Pharma Industry and Medical Devices (GCPIMD)', 'International Conference on Library and Information Science (ICLIS)', 'World Conference on Applied Science, Engineering and Technology (WCASET)', 'International Conference on Green Energy and Environmental Technology (ICGEET)', 'International Conference on Social Science, Teaching and Learning (ICSSTL)', 'World Conference on Cyber Security and Ethical Hacking (WCCSEH)', 'International Conference on Biodiversity, Ecology and Climate Change (ICBECC)']"
2025,01,05,"['International Conference on Robotics, Communication Technology, Electronics, and Electrical Engineering (ICRRCTEEE)', 'International Conference on Humanities, Social Science and Business Management (ICHSSBM)', 'International Conference on Advances in Mechanical, Civil, and Construction Engineering (ICAMCCE)', 'International Conference on Climate Change and Human Health Impacts (I3C2HI)', 'International Conference on Big Data, IoT, Cyber Security and Information Technology (ICBDICSIT)', 'International Conference on Industrial, Production & Systems Engineering (ICIPSE)', 'International Conference on Advances in Mathematics, Physics and Applied Science (ICAMPA)', 'International Conference on Smart Technology, Artificial Intelligence and Computer Engineering (ICSTAICE)']"
2025,01,06,"['International Research Conference on Covid-19 and Its Impact on Mental Health (IRCCIMH)', 'Research International Conference on Medical, Medicine and Health Science (RICMMHS)', 'International Research Conference on Science Technology, Engineering and Management (IRCSTEM)', 'International Conference on Latest Research on Corona Virus and its Vaccine (ICRCVV)', 'International Webinar on Multidisciplinary Research (IWMR)']"
2025,01,10,['International Conference on Advances in Veterinary Microbiology and Clinical Pathology (ICAVMCP)']
2025,01,11,['World Congress on Womens Health Reproduction and Fertility (WCWRF)']
2025,01,12,"['International Conference on Electrical Machines and Systems (ICEMS)', 'International Conference on Communication Engineering and Industrial Engineering (ICCEIE)', 'International Conference on Big Data and Smart Computing (ICBDSC)', 'International Conference on Electronics Circuits and Systems (ICECS)', 'International Conference on Electronics, Information, and Communication (ICEIC)', 'International conference on Electrical and Control Engineering (ICECE)', 'International Conference on Electrical, Electronics, Communication & Robotics Engineering (ICEECR)', 'International Conference on Electrochemistry (ICE)', 'International Congress on Climate Adaptation and Natural Resource Management (ICCANRM)', 'International Conference on Advancements in Education Research & Development (ICAERD)']"
2025,01,13,"['International Conference on Oil, Gas and Petrochemistry (ICOGP)', 'International Conference on Education, Business, Humanities and Social Sciences (ICEBHS)', 'International Conference on Chemical, Agricultural, Biological and Environmental Sciences (ICCABES)', 'International Conference on Advanced Research in Management, Business and Finance (ICAMBF)', 'International Conference on Wireless Sensor Networks, Ubiquitous Computing and Applications (ICWUA)', 'International conference on Machine learning Big data management Cloud and Computing (ICMBDC)', 'International Conference on Science, Engineering & Technology (ICSET)', 'International conference on Applied Science Mathematics and Statistics (ICASMS)', 'International Conference on Chemical, Agricultural, Biological, Environment and Life Science (ICCABEL)', 'International Conference on Advances in Health and Medical Science (ICAHMS)', 'International Conference on Multidisciplinary Research (ICMR)', 'International Conference on Robotics, Aeronautics, Mechanics and Mechatronics (ICRAMM)', 'International Conference on Medical, Pharmaceutical and Health Sciences (ICMPH)', 'International Conference on Nano science and Nanotechnology (IC2N)', 'International Conference on Physical Education and Sport Science (ICPESS)', 'World Conference on Applied Science Engineering and Technology (WCASET)']"
2025,01,14,"['International Conference On Mechanical and Aerospace Engineering (ICMAE)', 'International Conference on Civil and Environmental Engineering (ICCEE)', 'International Conference On Electrical and Electronics Engineering (ICEEE)', 'International Conference on Economics Finance and Accounting (ICEFA)', 'International Conference on Multidisciplinary Research & Practice (ICMRP)', 'International Conference on Behaviour Physiology and Genetics of Wildlife (ICBPGW)', 'International Conference On Pharma and Food (ICPAF)', 'International Conference on Sports Nutrition and Supplements (ICSNS)', 'International Conference on Human Rights (ICHR)', 'International Conference on Chemical and Biochemical Engineering (ICCBE)', 'International Conference on Science, Technology, Engineering and Management (ICSTEM)']"
2025,01,20,"['International Conference on Oil, Gas and Petroleum', 'International Conference On Renewable Energy and Global Energy Crisis (ICREGC)']"
2025,01,22,"['International Conference on Food Analysis and Quality Control (ICFAQC)', 'International Video Conference on Science Technology And Management (IVCSTM)', 'International Video Conference on Healthcare (IVCH)', 'International Virtual Conference on Internet of Things (IVCIT)', 'International Virtual Conference on Advanced Scientific Results (IVCASR)', 'International Conference on Medical, Healthcare, and Pharmaceutical Science (ICMHPS)', 'International Conference on Smart Technology, Artificial Intelligence and Computer Engineering (ICSTAICE)', 'International Conference on Education, Learning and Humanities (ICELH)', 'International Conference on Business Management and Economics (ICBME)', 'International Virtual Conference on Environmental Science & Green Energy (IVCESGE)', 'International Conference on Environmental Science & Green Energy (ICESGE)', 'International Virtual Conference on Medical Biological and Pharmaceutical Science (IVCMBPS)', 'International Conference on Oncolytic Virus Therapeutics (ICOVT)', 'International Conference on Nutrition & Health (ICNH)', 'International Conference on Advances in Science and Technology (ICAST)', 'International Virtual Conference on Covid-19 and Its Effect (IVCCE)', 'International Video Conference on Clinical and Pharmaceutical Microbiology (IVCCPM)', 'International Virtual Conference on Multidisciplinary Research (IVCMR)', 'International Video Conference on Creative Business for Smart and Sustainable Growth (IVCCBSSG)']"
2025,01,23,"['International Conference on Plastics Pollution, Recycling, and Waste Management (ICPRW)', 'International Conference on Educational Leadership (ICEL)']"
2025,01,25,"['International Conference on Control system, power and electrical engineering (ICCSPEE)', 'International Conference on Big Data and Smart Computing (ICBDSC)', 'International Conference on E-Education, E-Business, E-Management and E-Learning (IC4E)', 'International Conference on Multidisciplinary Research (ICMR)', 'International Conference on Big Data, Smart Computing and Computer Science (ICBDSCC)', 'International Conference on Advanced Research in Management, Business and Finance (ICAMBF)', 'International Research Conference on Arts, Commerce, and Business Management (IRCACBM)', 'International Conference on Advances in Health and Medical Science (ICAHMS)', 'International Conference on Astronomy, Astrophysics, Space Science (ICAASS)', 'International Conference on Mathematical, Physics, and Dynamics (ICMPD)', 'International Conference on Social Science, Language, Literature and Education (ICSSLLE)', 'International Conference on Medical and Health Sciences (ICMHS)', 'International Conference on Recent Advances in Science, Technology & Engineering (ICRASTE)', 'International Conference on Artificial Intelligence, Robots and Mechanical Engineering (ICAIRME)', 'International Conference on Virology and Immunology (ICVI)', 'International Conference on Software Engineering and Computer Science (ICSECS)', 'International Conference on Environment, Agriculture and Biotechnology (ICEABT)', 'International Conference on Recent Developments in Social Science and Business Management (ICRDSSBM)', 'International Conference on Leadership & Business Management (ICSSLBM)', 'World Conference on Applied Science Engineering and Technology (WCASET)']"
2025,01,26,"['International Conference on Nanoscience, Nanotechnology and Advanced Materials (IC2NM)', 'International Conference on Endocrinology, Diabetes and Metabolism (ICEDM)', 'International Conference on Environmental, Food, Agriculture and Bio-Technology (ICEFABT)', 'International Conference on Smart Technology, Electrical and Electronics Engineering (ICSTEEE)', 'International Conference on Computer Science, Machine Learning and Artificial Intelligence (ICCSMLAI)', 'International Conference on Internet of Things, Big Data Analytics and Information Technology (ICITBDIT)', 'International Conference on Management and Information Technology (ICMIT)', 'International Conference on Artificial Intelligence and Soft Computing (ICAISC)', 'International Academic Conference on Development in Science and Technology (IACDST)', 'International Conference on Recent advancement in Medical Education, Nursing, and Health Sciences (ICRAMNH)', 'International Conference on Business Management and Social Science (ICBMSS)', 'International Conference on Recent Advances in Medical and Health Sciences (ICRAMHS)', 'International Conference on Logistics and Business Management (ICLBM)', 'International Conference on Science, Social Science and Economics (IC3SE)', 'International Conference on Environmental Science and Development (ICESD)', 'International Academic Conference on Engineering, Technology and Innovations (IACETI)', 'International Conference on Language, Literature and Culture (ICLLC)', 'International Conference on Civil, Mechanical, Production and Industrial Engineering (ICMPIE)', 'International Conference on Mining, Material, and Metallurgical Engineering (ICMMME)']"
2025,01,27,"['International Conference on Control system, power and electrical engineering (ICCSPEE)', 'International Conference on Big Data and Smart Computing (ICBDSC)', 'International Video Conference on Science Technology And Management (IVCSTM)', 'International Conference on E-Education, E-Business, E-Management and E-Learning (IC4E)', 'International Video Conference on Healthcare (IVCH)', 'International Conference on Big Data, Smart Computing and Computer Science (ICBDSCC)', 'International Virtual Conference on Internet of Things (IVCIT)', 'International Research Conference on Arts, Commerce, and Business Management (IRCACBM)', 'International Virtual Conference on Advanced Scientific Results (IVCASR)', 'International Conference on Astronomy, Astrophysics, Space Science (ICAASS)', 'International Conference on Medical, Healthcare, and Pharmaceutical Science (ICMHPS)', 'International Conference on Mathematical, Physics, and Dynamics (ICMPD)', 'International Conference on Smart Technology, Artificial Intelligence and Computer Engineering (ICSTAICE)', 'International Conference on Education, Learning and Humanities (ICELH)', 'International Conference on Business Management and Economics (ICBME)', 'International Virtual Conference on Environmental Science & Green Energy (IVCESGE)', 'International Conference on Social Science, Language, Literature and Education (ICSSLLE)', 'International Conference on Medical and Health Sciences (ICMHS)', 'International Conference on Environmental Science & Green Energy (ICESGE)', 'International Conference on Recent Advances in Science, Technology & Engineering (ICRASTE)', 'International Virtual Conference on Medical Biological and Pharmaceutical Science (IVCMBPS)', 'International Conference on Artificial Intelligence, Robots and Mechanical Engineering (ICAIRME)', 'International Conference on Virology and Immunology (ICVI)', 'International Conference on Nutrition & Health (ICNH)', 'International Conference on Oncolytic Virus Therapeutics (ICOVT)', 'International Conference on Advances in Science and Technology (ICAST)', 'the 50th edition of Arab Health', 'International Virtual Conference on Covid-19 and Its Effect (IVCCE)', 'International Conference on Software Engineering and Computer Science (ICSECS)', 'International Video Conference on Clinical and Pharmaceutical Microbiology (IVCCPM)', 'International Conference on Environment, Agriculture and Biotechnology (ICEABT)', 'International Virtual Conference on Multidisciplinary Research (IVCMR)', 'International Conference on Recent Developments in Social Science and Business Management (ICRDSSBM)', 'International Conference on Leadership & Business Management (ICSSLBM)', 'International Video Conference on Creative Business for Smart and Sustainable Growth (IVCCBSSG)']"
2025,01,28,"['World Congress on Industrial Biotechnology (WCIB)', 'International Conference on Soil, Plant and Water Science (ICSPWS)', 'International Conference on Cell and Tissue Science (ICCTS)', 'World Congress on Ophthalmology & Optometry (WCOO)', 'International Conference on Chemical, Biological and Environmental Engineering (ICCBEE)', 'International Conference on Sustainable Water Management (ICSWM)', 'International Conference on Nano science and Nanotechnology (IC2N)']"
2025,02,01,"['International Conference on Medical & Health Science (ICMHS)', 'International Conference on Management, Economics & Social Science (ICMESS)', 'International conference on Law and Society (ICLS)', 'International Conference on Green Energy and Technology (ICGET)', 'International Conference on Science, Engineering & Technology (ICSET)', 'International Conference on Advanced Energy Materials and Research (ICAEMR)', 'International Conference on Robotics and Smart Manufacturing (ICROSMA)']"
2025,02,02,"['International Conference on Recent Advances in Science, Engineering and Technology (ICRASET)', 'International Conference on Medical Ethics and Professionalism (ICMEP)', 'International Conference on Wireless Sensor Networks, Ubiquitous Computing and Applications (ICWUA)', 'International Conference on Nursing Ethics and Medical Ethics (ICNEME)', 'International Conference on English Learning and Teaching (ICELT)', 'International Conference on Mathematics, Statistics and Applied Science (ICMSA)', 'International Conference on Geological and Environmental Sustainability (ICGES)', 'International Conference on Healthcare and Clinical Gerontology (ICHCG)', 'International Conference on Social Science, Arts, Business and Education (ICSABE)', 'International Conference on Global Business, Economics, Finance & Social Sciences (ICGEFS)', 'International Conference on Environment and Life Science (ICELS)', 'International Conference on Polymer Chemistry (ICPC)', 'International Conference on Finance, Bank & Economics (ICFBE)']"
2025,02,03,"['International Conference on English Literature and Linguistics (ICELL)', 'International Conference on Research in Science, Engineering and Technology (ICRSET)', 'International Conference On Electrical and Electronics Engineering (ICEEE)', 'International Conference on Mechanical & Production Engineering (ICMPE)', 'International Conference on Solar Power Technology (ICSPT)', 'International Conference on Climate Change (ICCC)', 'International Conference on Recent Advances in Computer Science and Information Technology (ICRACSIT)', 'National Conference on Recent Advances in Science, Engineering, Technology and Management (NCRASETM)', 'International Conference on Virology (ICV)', 'International Conference on Aquaculture and Fisheries Technology (ICAFT)', 'International Conference on Business Management and Social Innovation (ICBMSI)', 'International Conference on Environment and Life Science (ICELS)', 'International Conference on Forestry Food and Sustainable Agriculture (ICFFSA)', 'International Conference on Recent Advances in Medical, Medicine and Health Sciences (ICRAMMHS)']"
2025,02,04,"['International Conference on Recent Advances in Science, Engineering and Technology (ICRASET)', 'International Conference on Tourism Research and Hospitality (ICTRH)', 'International Conference on Networking, Communication and Computing Technology (ICNCCT)', 'International Conference on Multidisciplinary Research (ICMR)', 'International Conference on Mechanical, Industrial and Production Engineering (ICMIPE)', 'International Conference on Electrochemistry, Material Science and Engineering (ICEMSE)', 'International Conference on Cancer and Oncology Research (ICCOR)', 'Global Business Summit (GBS)', 'International Conference on Nutrition and Food Science (ICNFS)', 'International Conference on Petroleum Engineering and Refinery (ICPER)', 'International Conference on Electrical, Electronics & Computer Science (ICEECS)', 'International Conference on Sport Economics & Sport Management (ICSESM)', 'International Conference on Advances in Business Management and Information Science (ICABMIS)', 'International Conference on Animal Genetics and Development (ICAGD)', 'Global Conference on Pharma Industry and Medical Devices (GCPIMD)', 'International Conference on Library and Information Science (ICLIS)', 'World Conference on Applied Science, Engineering and Technology (WCASET)', 'International Conference on Green Energy and Environmental Technology (ICGEET)', 'International Conference on Social Science, Teaching and Learning (ICSSTL)', 'World Conference on Cyber Security and Ethical Hacking (WCCSEH)', 'International Conference on Biodiversity, Ecology and Climate Change (ICBECC)']"
2025,02,05,"['International Conference on Robotics, Communication Technology, Electronics, and Electrical Engineering (ICRRCTEEE)', 'International Conference on Humanities, Social Science and Business Management (ICHSSBM)', 'International Conference on Advances in Mechanical, Civil, and Construction Engineering (ICAMCCE)', 'International Conference on Big Data, IoT, Cyber Security and Information Technology (ICBDICSIT)', 'International Conference on Industrial, Production & Systems Engineering (ICIPSE)', 'International Conference on Advanced Research in Education (ICARE)', 'International Conference on Advances in Mathematics, Physics and Applied Science (ICAMPA)', 'International Conference on Smart Technology, Artificial Intelligence and Computer Engineering (ICSTAICE)']"
2025,02,07,['3rd World Congress on Materials Science Research & Nanotechnology']
2025,02,08,['Annual Congress on Renewable Energy and Climate Impact Reduction (ACRECIR)']
2025,02,09,"['International Conference on Recent Innovations in Engineering and Technology (ICRIET)', 'International Conference on Education Learning, Social Science and Humanities. (ICELSSH)', 'International Conference on Robotics, AI and Computer Engineering (ICRACE)', 'International Conference on Agricultural and Biological Science (ICABS)', 'International Conference on Advances in Business Management and Leadership (ICABML)', 'International Conference on Medical, Biological and Pharmaceutical Sciences (ICMBPS)']"
2025,02,10,"['International Meet on Nursing and Healthcare', '3rd International Summit on Ophthalmology and Optometry', '7th World Meet on ENT, Otolaryngology & HNS']"
2025,02,12,"['International Conference on Electrical Machines and Systems (ICEMS)', 'International Conference on Communication Engineering and Industrial Engineering (ICCEIE)', 'International Conference on Big Data and Smart Computing (ICBDSC)', 'International Conference on Electronics Circuits and Systems (ICECS)', 'International Conference on Electronics, Information, and Communication (ICEIC)', 'International conference on Electrical and Control Engineering (ICECE)', 'International Conference on Electrical, Electronics, Communication & Robotics Engineering (ICEECR)', 'International Conference on Electrochemistry (ICE)', 'International Conference on Advancements in Education Research & Development (ICAERD)']"
2025,02,13,"['International conference on Machine learning Big data management Cloud and Computing (ICMBDC)', 'International Conference on Multidisciplinary Research (ICMR)', 'International Conference on Medical, Pharmaceutical and Health Sciences (ICMPH)', 'International Conference on Nano science and Nanotechnology (IC2N)', 'International Meet & Expo on Chemical Engineering and Catalysis', 'International Conference on Artificial Intelligence & Data Science', 'International Conference on Advanced Research in Management, Business and Finance (ICAMBF)', 'International conference on Applied Science Mathematics and Statistics (ICASMS)', 'International Conference on Advances in Health and Medical Science (ICAHMS)', 'International Conference on Robotics, Aeronautics, Mechanics and Mechatronics (ICRAMM)', 'International Conference on Oil, Gas and Petrochemistry (ICOGP)', 'International Conference on Chemical, Agricultural, Biological and Environmental Sciences (ICCABES)', 'International Conference on Wireless Sensor Networks, Ubiquitous Computing and Applications (ICWUA)', 'International Conference on Forensic Science (ICFS)', 'International Conference on Physical Education and Sport Science (ICPESS)', 'International Meet & Expo on Environmental Science & Applications', 'International Conference on Education, Business, Humanities and Social Sciences (ICEBHS)', 'International Conference on Science, Engineering & Technology (ICSET)', 'International Conference on Chemical, Agricultural, Biological, Environment and Life Science (ICCABEL)', 'World Conference on Applied Science Engineering and Technology (WCASET)']"
2025,02,14,"['International Conference on Management and Information Technology (ICMIT)', 'International Conference on Nanoscience, Nanotechnology and Advanced Materials (IC2NM)', 'International Conference on Artificial Intelligence and Soft Computing (ICAISC)', 'International Conference on Recent Advances in Medical and Health Sciences (ICRAMHS)', 'International Conference on Environmental Science and Development (ICESD)', 'International Conference on Psychology and Mental Health (ICPMH)', 'International Academic Conference on Development in Science and Technology (IACDST)', 'International Academic Conference on Engineering, Technology and Innovations (IACETI)', 'Medical Updates Academy Conference', 'International Conference on Language, Literature and Culture (ICLLC)', 'International Conference on Science, Social Science and Economics (IC3SE)', 'International Conference on Mining, Material, and Metallurgical Engineering (ICMMME)']"
2025,02,15,['International Conference on Climate Change and Human Health Impacts (I3C2HI)']
2025,02,17,['3rd Annual Meeting on Neuroscience & Psychiatry']
2025,02,24,['International Conference on Animal Genetics and Development (ICAGD)']
2025,02,25,"['International Conference on Control system, power and electrical engineering (ICCSPEE)', 'International Conference on Big Data and Smart Computing (ICBDSC)', 'International Conference on E-Education, E-Business, E-Management and E-Learning (IC4E)', 'International Conference on Multidisciplinary Research (ICMR)', 'International Conference on Big Data, Smart Computing and Computer Science (ICBDSCC)', 'International Conference on Advanced Research in Management, Business and Finance (ICAMBF)', 'International Research Conference on Arts, Commerce, and Business Management (IRCACBM)', 'International Conference on Advances in Health and Medical Science (ICAHMS)', 'International Conference on Astronomy, Astrophysics, Space Science (ICAASS)', 'International Conference on Mathematical, Physics, and Dynamics (ICMPD)', 'International Conference on Social Science, Language, Literature and Education (ICSSLLE)', 'International Conference on Medical and Health Sciences (ICMHS)', 'International Conference on Recent Advances in Science, Technology & Engineering (ICRASTE)', 'International Conference on Artificial Intelligence, Robots and Mechanical Engineering (ICAIRME)', 'International Conference on Virology and Immunology (ICVI)', 'International Conference on Medical, Biological and Pharmaceutical Sciences (ICMBPS)', 'International Conference on Software Engineering and Computer Science (ICSECS)', 'International Conference on Advanced Research in Education (ICARE)', 'International Conference on Environment, Agriculture and Biotechnology (ICEABT)', 'International Conference on Recent Developments in Social Science and Business Management (ICRDSSBM)', 'International Conference on Leadership & Business Management (ICSSLBM)', 'World Conference on Applied Science Engineering and Technology (WCASET)']"
2025,02,26,"['International Conference on Science Technology and Management (ICSTM)', 'International Conference on Mechanical and Aerospace Engineering (ICMAE)', 'International Conference on Economics and Business Management (ICEBM)', 'International Conference on Logistics and Business Management (ICLBM)', 'International Conference on Civil and Architectural Engineering (ICCAE)', 'International Conference on Environment and Natural Science (ICENS)', 'International Conference on Recent Advances in Engineering and Technology (ICRAET)', 'International Conference on Social Science and Humanities (ICSSH)', 'International Conference on Environmental, Food, Agriculture and Bio-Technology (ICEFABT)', 'International Conference on Recent advancement in Medical Education, Nursing, and Health Sciences (ICRAMNH)', 'International Conference on Smart Technology, Electrical and Electronics Engineering (ICSTEEE)', 'International Conference on Business Management and Social Science (ICBMSS)', 'International Conference on Computer Science, Machine Learning and Artificial Intelligence (ICCSMLAI)', 'International Conference on Civil, Mechanical, Production and Industrial Engineering (ICMPIE)', 'International Conference on Internet of Things, Big Data Analytics and Information Technology (ICITBDIT)', 'International Conference on Control, Automation, Robotics and Vision Engineering (ICCARVE)', 'International Conference on Medical, Biological and Pharmaceutical Sciences (ICMBPS)']"
2025,02,27,"['International Conference on Control system, power and electrical engineering (ICCSPEE)', 'International Conference on Big Data and Smart Computing (ICBDSC)', 'International Video Conference on Science Technology And Management (IVCSTM)', 'International Conference on E-Education, E-Business, E-Management and E-Learning (IC4E)', 'International Video Conference on Healthcare (IVCH)', 'International Virtual Conference on Internet of Things (IVCIT)', 'International Conference on Big Data, Smart Computing and Computer Science (ICBDSCC)', 'International Research Conference on Arts, Commerce, and Business Management (IRCACBM)', 'International Virtual Conference on Advanced Scientific Results (IVCASR)', 'International Conference on Astronomy, Astrophysics, Space Science (ICAASS)', 'International Conference on Medical, Healthcare, and Pharmaceutical Science (ICMHPS)', 'International Conference on Mathematical, Physics, and Dynamics (ICMPD)', 'International Conference on Smart Technology, Artificial Intelligence and Computer Engineering (ICSTAICE)', 'International Conference on Education, Learning and Humanities (ICELH)', 'International Conference on Business Management and Economics (ICBME)', 'International Virtual Conference on Environmental Science & Green Energy (IVCESGE)', 'International Conference on Social Science, Language, Literature and Education (ICSSLLE)', 'International Conference on Medical and Health Sciences (ICMHS)', 'International Conference on Environmental Science & Green Energy (ICESGE)', 'International Conference on Recent Advances in Science, Technology & Engineering (ICRASTE)', 'International Virtual Conference on Medical Biological and Pharmaceutical Science (IVCMBPS)', 'International Conference on Artificial Intelligence, Robots and Mechanical Engineering (ICAIRME)', 'International Conference on Virology and Immunology (ICVI)', 'International Conference on Nutrition & Health (ICNH)', 'International Conference on Oncolytic Virus Therapeutics (ICOVT)', 'International Conference on Advances in Science and Technology (ICAST)', 'International Virtual Conference on Covid-19 and Its Effect (IVCCE)', 'International Conference on Software Engineering and Computer Science (ICSECS)', 'International Video Conference on Clinical and Pharmaceutical Microbiology (IVCCPM)', 'International Conference on Environment, Agriculture and Biotechnology (ICEABT)', 'International Virtual Conference on Multidisciplinary Research (IVCMR)', 'International Conference on Recent Developments in Social Science and Business Management (ICRDSSBM)', 'International Conference on Leadership & Business Management (ICSSLBM)', 'International Video Conference on Creative Business for Smart and Sustainable Growth (IVCCBSSG)']"
2025,02,28,"['World Congress on Industrial Biotechnology (WCIB)', 'International Conference on Soil, Plant and Water Science (ICSPWS)', 'International Conference on Cell and Tissue Science (ICCTS)', 'International Conference on Chemical, Biological and Environmental Engineering (ICCBEE)', 'International Conference on Sustainable Water Management (ICSWM)', 'International Conference on Nano science and Nanotechnology (IC2N)']"
2025,03,01,"['International Conference on Medical and Biosciences (ICMBS)', 'International Conference on Power Control and Embedded System (ICPCES)', 'International Conference on Arts, Education and Social Science (ICAES)', 'International Conference on Civil and Environmental Engineering (I2C2E)', 'International Conference on Chemical and Biochemical Engineering (ICCBE)', 'International Conference on Economics and Finance Research (ICEFR)', 'International Conference on Science, Technology, Engineering and Management (ICSTEM)', 'International Conference on Applied Physics and Mathematics (ICAPM)', 'International Conference on Internet Technologies and Society (ICITS)', 'International Conference on Communication and Signal Processing (ICCSP)']"
2025,03,02,"['International Conference on Recent Advances in Science, Engineering and Technology (ICRASET)', 'International Conference on Medical Ethics and Professionalism (ICMEP)', 'International Conference on Wireless Sensor Networks, Ubiquitous Computing and Applications (ICWUA)', 'International Conference on Nursing Ethics and Medical Ethics (ICNEME)', 'International Conference on English Learning and Teaching (ICELT)', 'International Conference on Mathematics, Statistics and Applied Science (ICMSA)', 'International Conference on Geological and Environmental Sustainability (ICGES)', 'International Conference on Healthcare and Clinical Gerontology (ICHCG)', 'International Conference on Social Science, Arts, Business and Education (ICSABE)', 'International Conference on Global Business, Economics, Finance & Social Sciences (ICGEFS)', 'International Conference on Environment and Life Science (ICELS)', 'International Conference on Polymer Chemistry (ICPC)', 'International Conference on Finance, Bank & Economics (ICFBE)']"
2025,03,03,"['International Conference on Economics, Finance and Business Management (ICEFBM)', 'International Conference On Electrical and Electronics Engineering (ICEEE)', 'International Conference on Aerospace and Aerodynamics (ICAA)', 'World Conference on Science Engineering and Technology (WCSET)', 'World Conference on Pharma Industry and Medical Devices (WCPIMD)', 'International Conference on Research in Science, Engineering and Technology (ICRSET)', 'International Conference on Solar Power Technology (ICSPT)', 'International Conference on Sport Science and Physical Education (ICSSPE)', 'International Conference on Recent Advances in Computer Science and Information Technology (ICRACSIT)', 'International Conference on Virology (ICV)', 'International Conference on Business Management and Social Innovation (ICBMSI)', 'National Conference on Recent Advances in Science, Engineering, Technology and Management (NCRASETM)', 'International Conference on Environment and Life Science (ICELS)', 'International Conference on Recent Advances in Medical, Medicine and Health Sciences (ICRAMMHS)', 'International Conference on English Literature and Linguistics (ICELL)', 'International Conference on Forestry Food and Sustainable Agriculture (ICFFSA)', 'International Conference on Climate Change (ICCC)', '2nd Global Summit on Medicinal Chemistry, Drug Delivery and Drug Design', 'International Conference on Mechanical & Production Engineering (ICMPE)', 'International Conference on Aquaculture and Fisheries Technology (ICAFT)', 'International Conference on Social Science, Arts and Humanities (ICSAH)']"
